ffti_num_peaks_1,ffti_num_peaks_10,ffti_num_peaks_11,ffti_num_peaks_12,ffti_num_peaks_13,ffti_num_peaks_14,ffti_num_peaks_15,ffti_num_peaks_16,ffti_num_peaks_17,ffti_num_peaks_18,ffti_num_peaks_19,ffti_num_peaks_2,ffti_num_peaks_20,ffti_num_peaks_3,ffti_num_peaks_4,ffti_num_peaks_5,ffti_num_peaks_6,ffti_num_peaks_7,ffti_num_peaks_8,ffti_num_peaks_9,ffti_range_-1000_-500,ffti_range_-1500_-1000,ffti_range_-2000_-1500,ffti_range_-2500_-2000,ffti_range_-3000_-2500,ffti_range_-3500_-3000,ffti_range_-4000_-3500,ffti_range_-500_0,ffti_range_0_500,ffti_range_1000_1500,ffti_range_1500_2000,ffti_range_2000_2500,ffti_range_2500_3000,ffti_range_3000_3500,ffti_range_3500_4000,ffti_range_500_1000,fftr_num_peaks_1,fftr_num_peaks_10,fftr_num_peaks_11,fftr_num_peaks_12,fftr_num_peaks_13,fftr_num_peaks_14,fftr_num_peaks_15,fftr_num_peaks_16,fftr_num_peaks_17,fftr_num_peaks_18,fftr_num_peaks_19,fftr_num_peaks_2,fftr_num_peaks_20,fftr_num_peaks_3,fftr_num_peaks_4,fftr_num_peaks_5,fftr_num_peaks_6,fftr_num_peaks_7,fftr_num_peaks_8,fftr_num_peaks_9,fftr_range_-1000_-500,fftr_range_-1500_-1000,fftr_range_-2000_-1500,fftr_range_-2500_-2000,fftr_range_-3000_-2500,fftr_range_-3500_-3000,fftr_range_-4000_-3500,fftr_range_-500_0,fftr_range_0_500,fftr_range_1000_1500,fftr_range_1500_2000,fftr_range_2000_2500,fftr_range_2500_3000,fftr_range_3000_3500,fftr_range_3500_4000,fftr_range_500_1000,num_peaks_1,num_peaks_10,num_peaks_11,num_peaks_12,num_peaks_13,num_peaks_14,num_peaks_15,num_peaks_16,num_peaks_17,num_peaks_18,num_peaks_19,num_peaks_2,num_peaks_20,num_peaks_3,num_peaks_4,num_peaks_5,num_peaks_6,num_peaks_7,num_peaks_8,num_peaks_9,range_-1000_-500,range_-1500_-1000,range_-2000_-1500,range_-2500_-2000,range_-3000_-2500,range_-3500_-3000,range_-4000_-3500,range_-500_0,range_0_500,range_1000_1500,range_1500_2000,range_2000_2500,range_2500_3000,range_3000_3500,range_3500_4000,range_500_1000
50023,6931,6378,5879,5434,5045,4709,4471,4233,4033,3842,30188,3684,22139,16625,13320,11273,9900,8782,7672,19016,7142,2919,1438,1074,852,703,36574,36574,7142,2919,1438,1074,852,703,19016,49942,6910,6392,5880,5406,4998,4708,4492,4232,3986,3772,30206,3632,22192,16718,13442,11258,9904,8694,7696,19292,7234,2874,1526,1108,876,758,36507,36488,7082,2906,1486,960,874,780,18616,30002,5464,5044,4590,4205,3812,3473,3182,2942,2754,2601,17926,2488,12309,9736,8269,7373,6775,6294,5901,0,0,0,0,0,0,0,21011,128989,0,0,0,0,0,0,0
53365,7498,6398,5972,5369,5095,4721,4485,4169,3995,3817,28450,3627,21535,16428,13704,11569,10074,9123,8058,18675,6780,2682,1473,1020,761,665,35596,35598,6780,2682,1473,1020,761,665,18675,53359,7486,6374,6000,5378,5084,4752,4473,4177,4005,3839,28555,3639,21599,16455,13669,11530,10104,9186,8044,18260,6832,2608,1414,1048,752,686,35692,35802,6940,2846,1386,1032,786,672,18593,30184,5460,5122,4743,4364,3982,3602,3318,3094,2874,2704,18146,2577,12390,9839,8370,7506,6833,6324,5887,1,0,0,0,0,0,0,18624,131370,0,0,0,0,0,0,5
46047,7356,6788,5855,5393,5090,4853,4638,4398,3913,3691,28918,3524,22443,18551,14113,10984,9503,8623,7938,17610,6532,2554,1273,837,727,622,34793,34795,6532,2554,1273,837,727,622,17610,45978,7342,6754,5884,5410,5126,4886,4656,4370,3890,3626,28945,3518,22409,18547,14041,11047,9531,8637,7927,17932,6466,2596,1226,894,738,634,34789,34528,6538,2544,1236,880,684,632,17686,29006,5586,5189,4777,4344,3943,3571,3254,2995,2776,2626,17408,2507,12020,9646,8291,7469,6891,6412,5999,16,0,0,0,0,0,0,21429,128534,0,0,0,0,0,0,21
50764,7236,6617,6083,5604,5245,4923,4540,4291,4058,3822,30296,3632,21486,16434,13755,11398,9934,8806,7965,19421,7354,3002,1603,1117,860,680,36865,36867,7354,3002,1603,1117,860,680,19421,50766,7214,6588,6020,5508,5134,4852,4510,4294,4090,3818,30340,3644,21534,16438,13690,11348,9932,8790,7994,20126,7726,3280,1556,1084,834,670,36941,36344,7204,2792,1578,1074,812,714,18902,29866,5667,5250,4841,4402,4003,3606,3296,3051,2846,2694,17860,2549,12184,9693,8351,7572,6947,6488,6075,0,0,0,0,0,0,0,18857,131143,0,0,0,0,0,0,0
48773,7088,6526,6068,5635,5216,4824,4538,4326,4099,3846,29942,3618,21998,17162,13806,11387,9843,8833,7782,19539,7474,3042,1740,1128,825,661,37345,37347,7474,3042,1740,1128,825,661,19539,48445,7118,6518,6146,5618,5140,4740,4490,4280,4072,3848,29793,3626,21925,17211,13910,11440,9920,8850,7848,18794,7336,2966,1640,1126,830,656,36656,37600,7790,3232,1828,1178,876,648,20553,30622,5519,5149,4742,4342,3955,3608,3326,3072,2848,2694,18489,2551,12594,9964,8418,7483,6896,6374,5959,0,0,0,0,0,0,0,16952,133048,0,0,0,0,0,0,0
50038,7211,6606,6123,5694,5258,4927,4589,4306,4084,3858,30075,3678,21383,16723,13573,11597,10079,8847,7935,19988,7714,3146,1605,977,720,509,38150,38152,7714,3146,1605,977,720,509,19988,49986,7148,6544,6102,5728,5280,4942,4574,4298,4073,3835,30010,3661,21370,16775,13643,11602,10070,8774,7888,20218,7734,3212,1526,1006,724,502,38217,37642,7778,3112,1596,954,654,578,20234,31102,5473,5094,4651,4278,3917,3572,3276,3011,2798,2632,18910,2499,12900,10142,8566,7551,6890,6364,5898,0,0,0,0,0,0,0,15764,134236,0,0,0,0,0,0,0
50000,6924,6374,5788,5331,4979,4661,4385,4132,3919,3690,31907,3488,20843,16299,13609,11091,9804,8604,7534,18715,7028,2727,1490,1009,895,717,35861,35863,7028,2727,1490,1009,895,717,18715,49850,6916,6400,5784,5306,4968,4650,4310,4066,3864,3642,32001,3474,20951,16487,13823,11181,9873,8679,7595,18831,6898,2788,1424,1038,902,680,35984,35800,6994,2614,1564,972,868,664,18816,29029,5682,5270,4811,4394,4014,3632,3305,3038,2832,2690,17350,2564,11844,9446,8187,7378,6831,6389,6044,0,0,0,0,0,0,0,20982,129018,0,0,0,0,0,0,0
50553,7300,6647,6067,5577,5185,4785,4473,4248,4019,3861,29516,3687,20749,16296,13296,11445,10119,8884,8065,19721,7455,3133,1645,1096,848,632,36875,36877,7455,3133,1645,1096,848,632,19721,50769,7368,6618,6034,5530,5142,4812,4460,4240,3990,3832,29647,3666,20777,16392,13348,11484,10086,8950,8156,19484,7342,3042,1612,998,758,670,37365,37010,7382,2988,1698,1002,912,630,19860,30634,5529,5136,4698,4288,3892,3540,3209,2965,2768,2629,18446,2506,12679,10024,8538,7638,6971,6450,5972,0,0,0,0,0,0,0,16653,133347,0,0,0,0,0,0,0
46220,6935,6527,5749,5275,5015,4803,4474,4153,4009,3864,32107,3688,24672,15641,12814,11428,10140,8447,7453,16913,6104,2436,1361,904,795,604,32905,32907,6104,2436,1361,904,795,604,16913,46268,6975,6581,5795,5293,5001,4829,4470,4108,3962,3826,32056,3678,24626,15540,12810,11503,10231,8491,7503,16376,6316,2320,1366,936,752,644,32867,33202,6208,2524,1364,954,662,622,16978,26502,5786,5389,4997,4502,4076,3702,3379,3102,2894,2743,15602,2625,10947,9130,8088,7460,6953,6534,6145,152,39,1,0,0,0,0,29237,120379,23,10,6,0,0,0,153
47912,7276,6758,6156,5505,5104,4818,4589,4352,4080,3811,29936,3643,21985,17184,13897,11318,9909,8764,7865,18599,7042,2754,1542,1103,860,724,35804,35806,7042,2754,1542,1103,860,724,18599,48033,7218,6672,6112,5462,5061,4791,4549,4315,4091,3811,29819,3673,21995,17101,13991,11399,9966,8804,7864,18888,7154,2950,1528,1068,920,788,36098,35722,7032,2592,1478,1108,836,726,17943,28076,5878,5445,5020,4561,4059,3610,3291,3016,2821,2651,16714,2537,11391,9296,8213,7512,7004,6622,6256,0,0,0,0,0,0,0,23442,126558,0,0,0,0,0,0,0
41132,6988,5677,5171,4914,4770,4570,4082,3736,3551,3458,28737,3380,24633,20777,12938,9771,8755,8258,7818,16203,6339,2538,1340,950,710,578,29317,29317,6339,2538,1340,950,710,578,16203,41217,6973,5617,5157,4883,4733,4533,4033,3717,3531,3421,28703,3361,24545,20671,12933,9655,8793,8321,7857,16186,6212,2570,1294,922,692,630,29306,29400,6496,2552,1458,844,690,604,16167,22835,6053,5671,5222,4745,4287,3888,3494,3171,2927,2758,13779,2638,10301,8901,8076,7567,7141,6741,6407,578,215,91,24,2,0,0,36164,112025,195,88,26,13,0,0,579
49561,7207,6601,6023,5580,5165,4791,4517,4290,4049,3815,30620,3619,21620,16604,13600,11519,9964,8794,7941,20339,7868,3210,1587,1029,718,502,37783,37785,7868,3210,1587,1029,718,502,20339,49529,7176,6524,6010,5578,5192,4836,4554,4326,4104,3828,30480,3632,21448,16632,13726,11544,9910,8684,7800,20111,7696,3266,1652,966,720,570,37866,38330,7602,3240,1582,914,654,450,20396,30594,5700,5249,4819,4381,3960,3558,3239,2977,2751,2581,18508,2471,12760,10113,8675,7757,7108,6587,6117,0,0,0,0,0,0,0,15314,134686,0,0,0,0,0,0,0
50156,7113,6499,5996,5561,5160,4849,4579,4263,4047,3821,30990,3627,20870,16644,13709,11399,9978,8718,7753,20192,7770,3146,1520,922,675,482,38288,38288,7770,3146,1520,922,675,482,20192,50142,7128,6496,6004,5540,5140,4808,4535,4201,3995,3867,31162,3651,20964,16592,13674,11418,10028,8756,7772,20871,7670,3172,1608,976,606,478,37996,37992,7708,3060,1554,932,692,532,20084,31601,5532,5105,4697,4263,3888,3568,3246,2978,2763,2609,19317,2471,13210,10415,8764,7733,7022,6466,5980,0,0,0,0,0,0,0,11597,138403,0,0,0,0,0,0,0
50106,7152,6480,6001,5557,5148,4849,4532,4283,4046,3845,30487,3653,21071,16591,13678,11558,10037,8812,7936,20507,8015,3188,1475,812,507,345,38893,38895,8015,3188,1475,812,507,345,20507,50194,7135,6501,6043,5597,5205,4917,4617,4343,4113,3883,30411,3719,21071,16635,13675,11659,9971,8707,7841,20324,8132,3066,1542,852,606,332,38750,38945,8074,3060,1538,898,514,374,20620,32311,5430,4964,4582,4202,3838,3515,3248,3026,2825,2659,19995,2535,13739,10748,8998,7895,7077,6410,5867,0,0,0,0,0,0,0,9629,140371,0,0,0,0,0,0,0
50600,7211,6528,6020,5577,5233,4908,4548,4328,4076,3868,29923,3667,21195,16534,13383,11351,9936,8813,7957,20444,8003,3229,1584,909,594,406,38701,38703,8003,3229,1584,909,594,406,20444,50630,7184,6518,5982,5578,5206,4872,4504,4246,4006,3806,29860,3618,21210,16494,13364,11432,9988,8806,7950,20223,7960,3346,1532,928,612,376,38618,38442,7882,3340,1632,948,540,416,20818,32404,5292,4836,4419,4025,3701,3405,3166,2933,2750,2615,20129,2475,13908,10966,9119,7931,7030,6332,5769,0,0,0,0,0,0,0,9924,140076,0,0,0,0,0,0,0
49568,7184,6543,5902,5514,5178,4866,4593,4329,4046,3811,29887,3611,20992,16574,13838,11759,10281,9113,7963,20443,7952,3098,1473,839,524,376,39124,39126,7952,3098,1473,839,524,376,20443,49635,7130,6538,5936,5530,5206,4912,4644,4380,4087,3867,29867,3661,21177,16539,13803,11693,10245,9043,7924,20756,7938,3070,1448,856,566,372,38824,38693,8024,3208,1476,874,488,386,20624,32734,5357,4936,4516,4135,3783,3495,3215,2989,2792,2622,20440,2481,14201,11063,9202,7962,7046,6383,5812,0,0,0,0,0,0,0,8949,141051,0,0,0,0,0,0,0
51034,7131,6460,5993,5581,5241,4877,4601,4338,4093,3890,29436,3695,21550,16648,13769,11637,10046,8902,7874,20808,8109,3037,1328,783,448,292,39336,39338,8109,3037,1328,783,448,292,20808,51081,7137,6443,5987,5567,5213,4847,4505,4251,4045,3843,29437,3651,21525,16612,13688,11560,9984,8861,7821,20784,7718,3122,1322,682,478,340,39100,39405,8172,3130,1404,624,494,346,21206,32968,5249,4862,4468,4090,3758,3467,3200,2960,2791,2616,20689,2485,14362,11206,9273,7999,7062,6333,5746,0,0,0,0,0,0,0,7621,142379,0,0,0,0,0,0,0
49299,7084,6500,6035,5601,5254,4895,4555,4291,4052,3840,29379,3673,21232,16907,13915,11753,10076,8762,7789,21086,8106,3009,1291,702,423,315,39199,39201,8106,3009,1291,702,423,315,21086,49562,7107,6503,6037,5585,5159,4791,4479,4261,4017,3861,29292,3667,21214,16911,13911,11689,10119,8729,7851,20842,8078,3194,1420,752,412,306,39065,39604,8046,3054,1424,598,420,336,20704,33094,5106,4702,4301,3971,3649,3383,3161,2953,2780,2613,20964,2479,14523,11298,9325,7978,7007,6234,5624,0,0,0,0,0,0,0,7388,142612,0,0,0,0,0,0,0
49743,7236,6591,6036,5635,5246,4889,4573,4299,4071,3848,30025,3680,21696,16931,13543,11390,9894,8873,8008,21293,8223,3009,1127,479,218,144,40267,40269,8223,3009,1127,479,218,144,21293,49628,7111,6476,5990,5564,5188,4868,4550,4258,4036,3854,30015,3672,21705,16873,13547,11473,9929,8845,7877,21236,8252,2954,1200,494,248,138,39780,40190,8342,2928,1132,480,262,140,21719,33549,5124,4707,4309,3959,3660,3353,3127,2930,2766,2631,21097,2488,14753,11501,9515,8089,7041,6264,5638,0,0,0,0,0,0,0,5082,144918,0,0,0,0,0,0,0
49296,7224,6455,5938,5503,5071,4766,4511,4265,4055,3861,29580,3694,20961,16795,13789,11723,10239,8904,8014,20698,8046,3019,1413,793,508,368,39091,39091,8046,3019,1413,793,508,368,20698,49233,7215,6397,5885,5463,5093,4809,4547,4249,4019,3845,29685,3653,21000,16734,13902,11709,10289,8979,7991,20538,7956,3168,1416,804,528,370,39008,39264,7968,3042,1426,776,566,358,20711,33034,5181,4733,4345,3998,3689,3423,3182,2977,2789,2629,20907,2482,14536,11300,9309,7998,7004,6269,5688,0,0,0,0,0,0,0,6857,143143,0,0,0,0,0,0,0
49785,7147,6499,6028,5599,5176,4858,4449,4197,3960,3756,29760,3611,21178,16841,13726,11658,10179,8755,7866,21018,8233,3127,1333,632,353,240,39570,39572,8233,3127,1333,632,353,240,21018,49990,7095,6503,6001,5563,5190,4922,4542,4268,4066,3868,29766,3690,21064,16904,13898,11768,10234,8811,7843,21067,8126,3092,1386,696,418,198,39634,38932,8248,3068,1350,646,380,238,21566,33351,5172,4723,4348,4028,3700,3436,3195,2990,2790,2615,20990,2482,14661,11363,9285,7865,6908,6184,5639,0,0,0,0,0,0,0,6180,143820,0,0,0,0,0,0,0
50337,7030,6426,5950,5543,5219,4859,4597,4253,4044,3867,29767,3651,21234,16911,13834,11893,10114,8818,7963,20535,8013,2988,1452,806,504,325,39043,39045,8013,2988,1452,806,504,325,20535,50304,6975,6421,5955,5567,5259,4911,4591,4247,4051,3877,29873,3718,21167,16812,13866,11918,10184,8794,7902,20424,8076,3116,1404,792,560,308,39140,38815,7980,3112,1436,758,514,392,20612,32922,5294,4847,4430,4108,3766,3450,3173,2943,2751,2590,20563,2450,14331,11166,9196,7983,7059,6319,5770,0,0,0,0,0,0,0,7038,142962,0,0,0,0,0,0,0
50620,7204,6552,6029,5525,5128,4796,4523,4266,4020,3845,29980,3644,21236,16800,13526,11583,10020,8868,7953,21187,8288,3036,1325,603,381,226,39442,39444,8288,3036,1325,603,381,226,21187,50467,7138,6534,6052,5590,5192,4848,4552,4326,4058,3860,29891,3647,21258,16822,13558,11442,9898,8826,7938,20968,8158,3190,1356,656,368,222,39599,39474,8324,3036,1320,630,342,242,21166,33057,5180,4752,4368,3991,3677,3425,3177,2977,2798,2646,20668,2506,14334,11195,9223,7962,7016,6288,5701,0,0,0,0,0,0,0,7203,142797,0,0,0,0,0,0,0
50566,7243,6540,6000,5506,5170,4816,4509,4206,3984,3781,29691,3614,21533,16715,13665,11543,10095,8876,7959,20937,8140,3108,1385,754,473,306,39129,39131,8140,3108,1385,754,473,306,20937,50511,7273,6533,5991,5453,5103,4781,4521,4233,4057,3859,29799,3687,21629,16695,13679,11513,10093,8993,8027,20818,8012,3104,1482,766,432,326,39136,39114,8092,3020,1426,764,466,294,21181,32722,5182,4798,4411,4023,3644,3359,3102,2864,2676,2515,20424,2397,14111,11012,9109,7874,6968,6240,5678,0,0,0,0,0,0,0,7690,142310,0,0,0,0,0,0,0
49591,7221,6466,5912,5550,5174,4844,4542,4301,4073,3847,30679,3649,21490,16858,13790,11576,10123,8723,7835,20557,8138,3080,1468,844,478,337,39169,39171,8138,3080,1468,844,478,337,20557,49481,7221,6465,5935,5497,5153,4759,4457,4209,4005,3767,30713,3569,21373,16757,13785,11613,10119,8833,7891,21040,8206,3152,1490,864,506,342,38574,38998,8063,3106,1504,760,534,366,20644,33105,5267,4833,4467,4101,3762,3470,3227,3016,2830,2683,20758,2547,14324,11174,9198,7927,6972,6266,5733,0,0,0,0,0,0,0,6098,143902,0,0,0,0,0,0,0
50744,7244,6451,5934,5548,5129,4815,4514,4243,3988,3819,30212,3631,21257,16686,13585,11555,10094,8933,7892,20665,7817,3154,1411,805,481,365,39477,39479,7817,3154,1411,805,481,365,20665,50555,7301,6513,5983,5585,5089,4779,4501,4257,4031,3847,30147,3647,21073,16617,13657,11671,10101,8971,7925,20638,8054,3168,1510,820,520,332,39286,39254,7894,2970,1414,796,548,374,20781,33326,5212,4745,4363,3979,3670,3376,3144,2957,2786,2632,20948,2508,14395,11205,9213,7931,7014,6302,5706,0,0,0,0,0,0,0,5987,144013,0,0,0,0,0,0,0
49651,7062,6428,5922,5526,5092,4777,4513,4306,4026,3813,31322,3656,21778,16298,13670,11724,9814,8743,7920,20253,7909,3184,1546,920,641,494,38566,38568,7909,3184,1546,920,641,494,20253,49857,7073,6471,5973,5589,5173,4829,4555,4319,4001,3759,31201,3571,21749,16167,13597,11559,9795,8763,7941,20656,7998,3270,1614,912,580,452,38370,38168,7910,3160,1478,992,618,464,20331,33160,5179,4712,4353,4012,3692,3411,3164,2950,2770,2598,20857,2492,14376,11191,9236,7980,7042,6321,5729,0,0,0,0,0,0,0,5916,144084,0,0,0,0,0,0,0
49937,6911,6329,5891,5508,5165,4882,4607,4377,4158,3970,30397,3831,21007,16312,12919,10918,9584,8386,7551,20108,7825,3036,1520,965,673,518,38135,38135,7825,3036,1520,965,673,518,20108,49950,6964,6382,5902,5508,5178,4904,4652,4428,4272,4064,30318,3864,20676,16214,12784,10806,9558,8404,7590,20430,7926,2992,1696,972,682,508,37618,37765,7806,3072,1514,1020,692,512,20304,32620,5298,4864,4469,4067,3734,3436,3187,2937,2765,2616,20396,2478,14120,11049,9174,7932,7022,6336,5786,0,0,0,0,0,0,0,7592,142408,0,0,0,0,0,0,0
50030,7118,6539,6072,5653,5211,4879,4534,4257,4020,3825,29473,3649,21303,16721,13771,11736,9961,8785,7815,21222,8071,3114,1285,618,324,216,39803,39805,8071,3114,1285,618,324,216,21222,49969,7193,6553,6039,5591,5185,4818,4520,4286,4062,3846,29487,3664,21329,16635,13643,11681,9987,8833,7863,21930,8454,2944,1202,566,282,174,39686,38969,8258,3068,1290,718,342,238,21208,33386,5185,4705,4339,3998,3686,3423,3166,2961,2762,2624,21107,2505,14636,11381,9368,8015,7040,6257,5712,0,0,0,0,0,0,0,5240,144760,0,0,0,0,0,0,0
50764,7128,6550,6088,5548,5200,4863,4572,4303,4093,3819,29684,3643,21267,16672,13826,11550,9972,8774,7876,21007,7961,3089,1383,683,484,313,39115,39117,7961,3089,1383,683,484,313,21007,50911,7135,6557,6087,5573,5201,4849,4565,4293,4095,3842,29711,3668,21391,16735,13737,11493,10067,8795,7937,20060,7642,2950,1226,628,400,272,38576,39848,8484,3226,1434,808,520,344,21631,33141,5329,4883,4458,4084,3755,3448,3202,2993,2777,2624,20868,2489,14427,11283,9353,7982,7042,6342,5794,0,0,0,0,0,0,0,6890,143110,0,0,0,0,0,0,0
50018,7175,6481,5925,5522,5103,4800,4545,4287,4074,3839,29788,3645,21165,16595,13688,11723,10206,9009,7983,20841,7972,3068,1303,722,465,338,39234,39236,7972,3068,1303,722,465,338,20841,49936,7204,6462,5928,5512,5120,4816,4548,4328,4056,3814,29788,3618,21316,16746,13654,11710,10256,9055,8053,20614,8174,3018,1408,720,542,318,39371,38718,8184,3046,1312,684,450,350,20998,32825,5214,4776,4368,4024,3703,3424,3170,2978,2792,2635,20635,2498,14317,11166,9262,7925,6959,6296,5701,0,0,0,0,0,0,0,7595,142405,0,0,0,0,0,0,0
50221,7115,6462,5951,5503,5135,4815,4507,4256,4025,3854,30013,3650,21078,16250,13383,11428,9907,8756,7841,21086,8098,3144,1314,676,413,241,39573,39573,8098,3144,1314,676,413,241,21086,50186,7199,6521,5949,5465,5071,4719,4457,4207,4047,3869,29992,3669,21222,16254,13356,11432,10046,8954,8012,21462,8182,3144,1402,700,356,228,39618,39473,8108,3112,1314,644,366,228,20724,33102,5102,4674,4313,3977,3659,3382,3115,2902,2726,2572,20860,2432,14447,11222,9239,7915,6959,6217,5612,0,0,0,0,0,0,0,6564,143436,0,0,0,0,0,0,0
50240,7166,6528,5969,5582,5224,4882,4553,4265,4047,3823,30094,3642,21479,16779,13621,11619,10028,8802,7867,21260,8079,3112,1228,564,272,174,40062,40064,8079,3112,1228,564,272,174,21260,50133,7149,6497,5921,5567,5191,4871,4545,4269,4043,3797,30200,3601,21424,16711,13551,11617,10083,8849,7841,21344,8168,3034,1258,588,286,166,39666,39563,8172,3132,1308,534,366,170,21750,33471,5156,4716,4357,4014,3704,3424,3146,2954,2756,2596,21162,2481,14722,11492,9443,8058,7060,6270,5677,0,0,0,0,0,0,0,6441,143559,0,0,0,0,0,0,0
50649,7161,6526,6015,5538,5197,4825,4555,4308,4106,3902,29785,3730,21227,16575,13858,11614,10099,8925,7915,21050,7982,2955,1263,739,482,338,39254,39256,7982,2955,1263,739,482,338,21050,50693,7121,6443,5967,5525,5161,4815,4575,4337,4139,3921,29737,3741,21067,16465,13841,11545,10199,8931,7883,20984,8044,3096,1320,680,438,320,39162,39132,8037,3122,1370,714,474,318,21012,33499,5176,4738,4328,3966,3665,3377,3119,2907,2738,2575,21127,2451,14679,11365,9343,8015,7057,6308,5677,0,0,0,0,0,0,0,6804,143196,0,0,0,0,0,0,0
49608,7215,6568,6021,5557,5108,4790,4500,4248,3991,3793,29949,3600,21299,16587,13576,11534,10055,8902,7964,21776,8234,2867,1025,439,205,109,40222,40224,8234,2867,1025,439,205,109,21776,49989,7262,6598,6052,5572,5150,4824,4540,4298,4030,3818,29831,3658,21551,16671,13729,11577,10065,9003,8041,21612,8220,2990,1080,432,178,114,40412,39734,8564,2986,1118,434,192,96,21581,33593,5123,4708,4319,3951,3617,3375,3157,2966,2776,2627,21211,2499,14849,11548,9427,8010,7019,6252,5585,0,0,0,0,0,0,0,5221,144779,0,0,0,0,0,0,0
50256,7162,6523,6002,5559,5145,4814,4538,4267,4044,3840,30144,3654,21346,16905,13892,11684,10211,8900,7895,21044,8250,3039,1266,580,368,205,39915,39917,8250,3039,1266,580,368,205,21044,50002,7140,6554,5996,5542,5192,4844,4618,4334,4080,3876,30176,3648,21362,16852,13844,11658,10142,8882,7872,21275,7902,3126,1338,596,348,182,39772,40038,8194,2932,1206,652,338,180,21242,33523,5154,4752,4370,3988,3692,3428,3204,3015,2840,2668,21040,2517,14616,11355,9234,7912,6993,6220,5657,0,0,0,0,0,0,0,4792,145208,0,0,0,0,0,0,0
49468,7083,6487,5960,5557,5137,4801,4510,4240,4033,3841,29769,3668,21159,16751,13931,11725,10149,8791,7827,21291,8184,3045,1321,613,349,219,39483,39483,8184,3045,1321,613,349,219,21291,49334,7123,6491,5961,5541,5141,4787,4549,4311,4093,3897,29752,3693,21154,16728,13844,11752,10230,8830,7888,21192,8230,3168,1298,628,300,212,39435,39644,8286,2978,1182,636,360,208,21164,33415,5095,4683,4321,3957,3640,3360,3149,2912,2723,2559,21055,2406,14545,11197,9239,7931,6938,6183,5596,0,0,0,0,0,0,0,5272,144728,0,0,0,0,0,0,0
49777,7131,6601,6023,5524,5153,4804,4519,4254,4025,3833,30674,3685,21249,16431,13510,11539,10025,8968,7989,21287,8157,3136,1341,604,324,218,39570,39572,8157,3136,1341,604,324,218,21287,49937,7174,6636,6054,5498,5098,4824,4526,4258,4076,3898,30429,3700,21225,16447,13575,11565,9995,8969,7999,20910,8194,3106,1314,636,344,208,39486,39939,8166,2928,1290,640,356,194,21512,33555,5057,4653,4299,3997,3681,3422,3200,2997,2811,2665,21106,2532,14611,11390,9307,7895,6932,6144,5564,0,0,0,0,0,0,0,5043,144957,0,0,0,0,0,0,0
50824,7032,6509,5873,5472,5089,4784,4404,4202,3980,3783,30281,3614,21457,16589,13857,11529,10024,8819,7863,20818,8148,3175,1419,785,458,289,39249,39251,8148,3175,1419,785,458,289,20818,50800,7025,6503,5939,5505,5135,4867,4499,4281,4011,3783,30072,3633,21426,16637,13911,11509,9961,8769,7831,20974,8034,3116,1404,794,378,340,39480,39359,8220,3084,1424,706,450,262,20570,33291,5251,4786,4377,3999,3703,3410,3159,2940,2753,2602,20928,2467,14396,11190,9261,7973,7073,6343,5727,0,0,0,0,0,0,0,5745,144255,0,0,0,0,0,0,0
50127,7064,6455,5953,5524,5110,4773,4469,4209,4000,3800,30058,3636,21441,16727,13602,11364,9907,8728,7760,21498,8229,3124,1249,608,319,188,39451,39453,8229,3124,1249,608,319,188,21498,50287,7018,6452,5938,5506,5108,4778,4499,4213,3999,3785,29951,3597,21424,16636,13610,11414,9976,8726,7644,21208,8114,3052,1198,582,300,220,39887,39704,8096,3084,1250,618,326,150,21510,33478,5262,4803,4404,4036,3691,3415,3141,2926,2734,2563,21058,2450,14551,11292,9327,8035,7101,6391,5765,0,0,0,0,0,0,0,5971,144029,0,0,0,0,0,0,0
49295,7145,6426,5885,5488,5098,4739,4487,4274,4022,3821,30998,3657,21617,16314,13547,11561,9933,8697,7801,20893,8101,3136,1410,769,515,317,39084,39086,8101,3136,1410,769,515,317,20893,49483,7123,6411,5891,5477,5097,4771,4511,4261,4039,3841,30919,3677,21565,16257,13529,11645,10037,8769,7895,20972,8130,3134,1408,810,480,316,38972,39230,7908,3208,1464,716,484,354,20807,33149,5136,4697,4288,3975,3658,3416,3153,2939,2737,2590,20777,2453,14397,11192,9249,7991,7068,6322,5683,0,0,0,0,0,0,0,8029,141971,0,0,0,0,0,0,0
50696,7235,6546,6078,5522,5190,4854,4547,4256,4033,3837,29970,3636,21630,16564,13594,11480,10014,8933,7919,20636,7861,2999,1411,820,523,350,39003,39003,7861,2999,1411,820,523,350,20636,50626,7276,6538,6054,5490,5162,4766,4434,4200,4002,3816,30014,3604,21652,16483,13562,11492,9988,8966,7994,20824,7818,3026,1376,840,500,376,39057,38808,7812,2894,1428,724,520,362,20968,32800,5283,4898,4482,4114,3774,3488,3217,3004,2829,2645,20604,2495,14235,11097,9200,7892,6925,6228,5717,0,0,0,0,0,0,0,8101,141899,0,0,0,0,0,0,0
