num_peaks_10,num_peaks_11,num_peaks_12,num_peaks_8,num_peaks_9
5369,4952,4572,6314,5834
5510,5098,4666,6447,5936
5424,5052,4662,6362,5850
5362,4966,4560,6315,5806
5326,4966,4594,6285,5770
5375,4941,4543,6276,5811
5336,4960,4572,6243,5788
5465,5041,4641,6342,5910
5484,5063,4644,6362,5908
5443,5043,4660,6281,5854
5423,5008,4619,6310,5843
5482,5028,4582,6317,5891
5429,5005,4589,6306,5884
5458,5025,4622,6344,5882
5499,5054,4634,6431,5938
5361,4944,4559,6287,5781
5472,5047,4649,6369,5907
5400,5025,4579,6261,5803
5367,4960,4578,6236,5758
5418,5041,4694,6260,5842
5541,5130,4714,6417,5982
5367,5002,4623,6255,5781
5454,5034,4642,6361,5856
5459,5045,4644,6403,5904
5462,5057,4665,6390,5918
5302,4915,4548,6235,5772
5595,5199,4763,6466,6021
5396,4989,4595,6349,5846
5444,4999,4621,6357,5857
5494,5056,4623,6390,5937
5381,4973,4587,6226,5821
5467,5020,4627,6323,5875
5490,5114,4699,6355,5900
5526,5118,4675,6391,5924
5410,5022,4612,6324,5821
5516,5101,4688,6327,5897
5473,5029,4628,6301,5883
5512,5115,4715,6297,5870
5470,5034,4600,6319,5904
5586,5165,4767,6445,6019
5485,5071,4673,6320,5896
5406,5033,4660,6234,5801
5441,5025,4630,6318,5844
5414,4988,4586,6369,5879
5419,5056,4678,6244,5829
5408,5005,4630,6283,5822
5406,4970,4586,6339,5830
5412,5027,4599,6243,5831
5411,5027,4606,6319,5821
5550,5153,4749,6320,5917
5487,5091,4653,6338,5891
5479,5014,4644,6322,5866
5564,5138,4722,6363,5930
5534,5152,4720,6396,5959
5612,5187,4742,6483,5997
5509,5068,4643,6364,5926
5588,5191,4752,6418,5976
5504,5117,4723,6349,5913
5481,5094,4705,6325,5896
5597,5205,4767,6379,5966
5517,5118,4701,6299,5877
5580,5190,4770,6343,5963
5603,5218,4797,6407,6022
5541,5110,4678,6369,5939
5445,5065,4625,6364,5890
5555,5148,4694,6358,5937
5540,5117,4677,6383,5963
5423,5023,4624,6306,5821
5518,5140,4726,6411,5931
5478,5075,4697,6396,5921
5513,5118,4730,6350,5935
5587,5194,4751,6436,5995
5507,5089,4725,6395,5931
5420,5029,4583,6285,5822
5562,5131,4714,6429,5968
5410,5030,4614,6314,5831
5541,5145,4710,6419,5954
5550,5148,4740,6346,5918
5546,5174,4750,6369,5943
5491,5080,4661,6358,5893
5473,5091,4654,6256,5845
5600,5208,4776,6412,6001
5620,5215,4823,6336,5971
5558,5146,4738,6408,5981
5561,5115,4706,6355,5956
5540,5100,4692,6359,5944
5539,5141,4748,6393,5945
5512,5093,4685,6307,5892
5516,5103,4695,6375,5936
5445,5031,4620,6244,5852
5562,5129,4724,6364,5924
5502,5100,4660,6336,5904
5624,5207,4730,6437,6016
5449,5014,4597,6302,5888
5565,5163,4758,6311,5934
5386,4989,4594,6228,5763
5519,5115,4714,6384,5944
5613,5225,4799,6442,6028
5559,5161,4720,6335,5929
5499,5078,4689,6311,5882
5568,5159,4768,6455,5985
5589,5146,4772,6399,5972
5541,5161,4720,6386,5944
5497,5113,4679,6417,5965
5512,5096,4708,6385,5935
5514,5115,4705,6342,5914
5448,5051,4641,6329,5871
5530,5124,4719,6334,5945
5634,5253,4855,6441,6043
5357,4953,4570,6250,5805
5576,5164,4764,6348,5938
5568,5132,4691,6416,6004
5465,5046,4634,6357,5897
5463,5034,4624,6327,5899
5399,5005,4588,6258,5805
5517,5130,4713,6286,5916
5630,5243,4796,6456,6013
5510,5096,4723,6313,5866
5545,5161,4753,6374,5959
5436,5040,4655,6258,5865
5464,5089,4696,6294,5883
5569,5172,4731,6384,5956
5511,5115,4707,6309,5878
5499,5099,4719,6287,5908
5591,5182,4739,6411,5984
5565,5169,4754,6358,5966
5592,5228,4844,6360,5960
5515,5072,4677,6392,5936
5506,5088,4682,6277,5877
5504,5104,4654,6401,5948
5508,5109,4725,6352,5913
5623,5212,4802,6402,6032
5575,5153,4733,6415,5996
5461,5058,4660,6246,5825
5523,5132,4705,6349,5941
5604,5164,4770,6381,6009
5463,5085,4644,6357,5898
5575,5180,4792,6421,5960
5545,5158,4733,6395,5958
5577,5173,4757,6324,5922
5626,5212,4766,6427,6016
5534,5072,4681,6390,5964
5501,5121,4711,6306,5888
5618,5214,4809,6417,6019
5592,5201,4778,6355,5941
5575,5172,4739,6356,5962
5679,5286,4832,6486,6049
5510,5098,4667,6368,5916
5529,5074,4656,6309,5905
5421,5030,4619,6272,5806
5620,5211,4825,6453,6026
5653,5225,4823,6468,6048
5613,5201,4784,6412,6014
5544,5135,4737,6405,5955
5573,5139,4714,6378,5962
5565,5154,4749,6363,5942
5416,5028,4591,6303,5840
5652,5232,4782,6482,6054
5574,5164,4729,6378,5964
5551,5159,4775,6339,5916
5611,5213,4798,6426,5988
5527,5088,4662,6346,5907
5512,5131,4720,6388,5929
5658,5241,4814,6469,6050
5563,5195,4780,6366,5936
5493,5076,4668,6310,5893
5669,5247,4819,6501,6095
5601,5205,4807,6417,6000
5496,5097,4688,6351,5900
5609,5206,4780,6410,6029
5604,5216,4790,6341,5951
5580,5204,4738,6350,5982
5602,5213,4765,6451,6002
5456,5093,4675,6253,5839
5603,5190,4754,6426,6011
5481,5089,4693,6364,5917
5455,5042,4641,6240,5848
5575,5106,4696,6338,5964
5606,5206,4759,6442,5998
5371,4998,4612,6175,5770
5635,5219,4754,6410,6000
5596,5213,4805,6406,6013
5474,5094,4658,6299,5899
5582,5228,4813,6365,5946
5550,5158,4718,6345,5932
5529,5131,4712,6279,5916
6183,5771,5350,6855,6521
5688,5276,4869,6506,6091
5610,5170,4735,6497,6052
5522,5064,4635,6437,5971
5332,4920,4504,6344,5792
5267,4850,4467,6350,5791
5293,4826,4435,6388,5811
5178,4732,4344,6257,5664
5286,4826,4415,6334,5778
5160,4727,4369,6230,5630
5214,4803,4399,6209,5674
5297,4840,4410,6315,5735
5348,4909,4463,6403,5802
5298,4856,4433,6285,5745
5162,4753,4361,6288,5657
5109,4693,4298,6254,5625
5105,4704,4300,6193,5604
5050,4641,4254,6212,5579
5161,4759,4410,6185,5669
5187,4717,4327,6231,5667
5261,4839,4449,6354,5749
5197,4734,4348,6267,5691
5127,4680,4325,6221,5615
5161,4700,4296,6262,5674
5208,4759,4366,6291,5654
5046,4676,4299,6194,5580
5110,4720,4316,6188,5607
5063,4619,4225,6170,5601
5158,4712,4338,6311,5635
5155,4744,4359,6216,5660
5114,4686,4290,6231,5619
5096,4683,4293,6186,5557
5138,4718,4281,6163,5586
5096,4684,4318,6192,5617
5196,4764,4316,6239,5652
5110,4663,4281,6234,5611
5219,4730,4318,6341,5722
5095,4713,4336,6155,5581
5271,4832,4410,6297,5754
5320,4903,4470,6316,5809
5224,4753,4415,6199,5662
5133,4705,4313,6228,5638
5144,4748,4311,6247,5618
5168,4726,4358,6202,5663
5192,4773,4367,6258,5650
5222,4812,4418,6266,5687
5178,4721,4334,6239,5636
5304,4874,4479,6293,5774
5279,4858,4431,6314,5725
5253,4828,4445,6295,5720
5252,4819,4432,6279,5714
5080,4659,4275,6178,5605
5207,4793,4389,6320,5719
5299,4900,4477,6281,5758
5224,4799,4352,6261,5698
5168,4776,4352,6288,5668
5296,4862,4447,6302,5770
5245,4783,4381,6285,5703
5216,4797,4394,6293,5685
5325,4900,4517,6368,5814
5223,4821,4423,6275,5720
5262,4784,4424,6263,5764
5272,4863,4470,6276,5739
5254,4833,4436,6232,5697
5299,4870,4502,6339,5804
5236,4779,4405,6254,5715
5250,4830,4450,6218,5702
5377,4919,4502,6379,5819
5230,4789,4381,6223,5691
5354,4907,4514,6365,5827
5435,5018,4621,6418,5884
5298,4835,4448,6244,5718
5339,4950,4547,6302,5775
5205,4790,4389,6285,5749
5263,4823,4399,6315,5766
5252,4791,4405,6240,5762
5323,4893,4498,6329,5801
5323,4926,4534,6263,5757
5301,4890,4490,6334,5740
5217,4789,4409,6305,5730
5313,4852,4465,6319,5794
5231,4825,4436,6239,5680
5175,4727,4335,6208,5627
5294,4870,4487,6300,5770
5394,4974,4537,6390,5859
5264,4818,4428,6300,5760
5307,4884,4488,6271,5749
5203,4821,4428,6282,5717
5343,4939,4543,6253,5773
5322,4903,4514,6273,5776
5349,4922,4527,6293,5787
5347,4947,4542,6291,5780
5346,4920,4516,6335,5802
5280,4902,4497,6235,5736
5383,4958,4540,6368,5843
5453,5059,4632,6353,5898
5386,4942,4537,6358,5843
5435,5001,4612,6316,5834
5443,5020,4586,6335,5838
5423,4997,4610,6294,5855
5345,4900,4500,6328,5797
5401,4986,4572,6351,5878
5208,4764,4374,6158,5662
5455,5030,4597,6343,5867
5283,4863,4452,6319,5772
5228,4767,4384,6214,5687
5358,4922,4542,6371,5836
5482,5098,4709,6380,5906
5258,4860,4459,6244,5736
5366,4927,4548,6325,5805
5422,5016,4577,6365,5870
5352,4911,4520,6333,5817
5416,4963,4581,6310,5853
5214,4809,4404,6222,5682
5413,4975,4550,6306,5848
5458,5008,4621,6387,5904
5392,4944,4516,6293,5814
5393,5015,4600,6404,5882
5406,4995,4554,6290,5826
5441,5000,4595,6355,5878
5384,4951,4517,6313,5848
5463,5030,4630,6324,5866
5393,4969,4567,6382,5846
5440,5030,4602,6381,5872
5411,4984,4575,6343,5877
5447,5019,4642,6340,5876
5436,5058,4652,6338,5868
5355,4908,4494,6359,5809
5415,5000,4564,6378,5858
5399,4993,4573,6377,5851
5420,4977,4573,6322,5850
5492,5058,4653,6343,5911
5404,4991,4593,6312,5840
5433,4996,4626,6353,5852
5454,5061,4650,6353,5867
5506,5077,4669,6400,5931
5439,5067,4719,6379,5887
5448,5002,4552,6472,5944
5432,5005,4582,6374,5879
5536,5057,4597,6406,5975
5563,5128,4704,6463,5978
5442,5060,4669,6360,5866
5471,5057,4659,6414,5907
5441,5057,4680,6338,5878
5471,5014,4610,6390,5870
5439,5037,4637,6390,5920
5411,4972,4586,6324,5836
5454,5007,4621,6326,5881
5466,5033,4573,6397,5902
5408,5012,4624,6292,5830
5431,5018,4619,6410,5879
5426,4984,4628,6317,5849
5487,5073,4676,6443,5913
5453,5046,4625,6369,5894
5307,4880,4459,6234,5759
5349,4921,4544,6289,5783
5489,5098,4643,6379,5909
5472,5064,4652,6353,5904
5512,5089,4671,6363,5911
5497,5056,4629,6316,5911
5472,5068,4647,6313,5872
5336,4944,4533,6242,5781
5520,5148,4706,6463,5957
5467,5057,4653,6329,5872
5491,5104,4700,6381,5913
5475,5106,4658,6333,5900
5464,5046,4615,6358,5905
5414,4982,4565,6363,5906
5552,5174,4790,6391,5997
5441,5038,4632,6317,5874
5516,5096,4683,6405,5933
5483,5107,4716,6400,5952
5434,5042,4610,6261,5846
5574,5179,4741,6463,6024
5445,5010,4633,6384,5905
5361,4969,4575,6244,5777
5475,5070,4651,6322,5933
5451,5022,4583,6365,5848
5490,5065,4657,6402,5940
5511,5114,4677,6428,5968
5408,5015,4577,6357,5876
5425,5027,4621,6290,5823
5486,5056,4683,6348,5891
5405,4997,4603,6317,5819
5370,4977,4556,6292,5807
5369,4962,4564,6287,5827
5411,5007,4590,6305,5854
5527,5077,4669,6357,5909
5512,5079,4657,6464,5960
5544,5085,4653,6441,5980
5431,5027,4617,6300,5864
5511,5089,4684,6387,5916
5489,5096,4661,6386,5918
5424,5001,4547,6262,5861
5412,5082,4700,6286,5841
5502,5108,4705,6333,5911
5640,5223,4812,6472,6054
5515,5138,4730,6369,5954
5474,5093,4650,6365,5899
5609,5185,4726,6322,5975
5507,5111,4670,6438,5956
5599,5198,4817,6364,5974
5807,5370,4948,6569,6194
6053,5671,5222,6741,6407
5695,5242,4810,6584,6112
5519,5094,4685,6459,5972
5425,4959,4577,6406,5863
5287,4831,4415,6330,5766
5358,4935,4515,6385,5814
5248,4861,4465,6332,5745
5102,4698,4297,6231,5620
5124,4707,4309,6264,5638
5182,4733,4344,6271,5690
5170,4721,4345,6184,5638
5284,4836,4420,6312,5761
5180,4752,4368,6288,5701
5182,4798,4411,6240,5678
5263,4829,4462,6263,5729
5213,4746,4362,6303,5707
5171,4704,4344,6318,5723
5271,4837,4443,6322,5763
5185,4705,4339,6257,5712
5325,4879,4454,6341,5791
5210,4772,4365,6294,5699
5103,4675,4314,6218,5613
5156,4716,4357,6270,5677
5173,4734,4324,6307,5674
5123,4708,4319,6252,5585
5153,4752,4370,6220,5657
5095,4683,4321,6183,5596
5057,4653,4297,6144,5564
5249,4784,4374,6341,5725
5262,4803,4404,6391,5765
5133,4694,4284,6320,5681
5278,4893,4475,6224,5713
5275,4823,4433,6346,5775
5222,4758,4374,6300,5752
5294,4865,4465,6292,5755
5341,4915,4490,6296,5793
5287,4857,4423,6368,5780
5277,4869,4470,6332,5766
5241,4834,4409,6307,5738
5323,4850,4420,6333,5781
5227,4789,4408,6287,5688
5265,4837,4447,6311,5760
5189,4741,4365,6230,5662
5255,4876,4450,6319,5757
5268,4881,4482,6235,5704
5382,4982,4549,6385,5838
5301,4888,4476,6345,5807
5281,4885,4464,6267,5743
5355,4943,4556,6337,5806
5320,4891,4502,6343,5801
5226,4785,4401,6243,5727
5248,4811,4397,6289,5748
5272,4859,4428,6294,5740
5199,4760,4367,6232,5693
5237,4788,4375,6287,5700
5267,4846,4452,6328,5745
5231,4840,4415,6289,5726
5220,4785,4423,6318,5712
5129,4730,4361,6162,5595
5182,4764,4393,6261,5704
5135,4669,4315,6162,5597
5380,4924,4545,6348,5829
5307,4898,4476,6295,5736
5291,4841,4479,6328,5784
5228,4832,4447,6244,5700
5239,4807,4471,6272,5702
5207,4813,4422,6273,5736
5334,4896,4465,6308,5777
5193,4775,4405,6245,5674
5276,4849,4458,6324,5764
5339,4897,4506,6327,5783
5231,4796,4402,6251,5724
5214,4755,4373,6278,5703
5258,4840,4447,6251,5692
5195,4834,4414,6231,5681
5318,4881,4454,6302,5794
5319,4902,4518,6280,5759
5289,4889,4503,6334,5731
5371,4965,4518,6397,5841
5269,4839,4449,6288,5745
5321,4900,4501,6384,5801
5316,4882,4471,6340,5829
5271,4859,4492,6289,5714
5282,4893,4485,6275,5735
5353,4908,4485,6364,5816
5310,4910,4523,6247,5747
5333,4920,4530,6323,5795
5381,4951,4545,6335,5830
5387,4973,4529,6401,5871
5180,4789,4408,6208,5682
5304,4894,4503,6218,5742
5316,4887,4495,6291,5763
5362,4952,4534,6343,5831
5336,4928,4523,6313,5789
5266,4835,4418,6261,5720
5326,4925,4546,6337,5784
5405,4932,4486,6350,5844
5392,4953,4534,6292,5849
5390,4948,4510,6404,5849
5375,4961,4523,6308,5812
5455,5010,4589,6406,5919
5375,4915,4499,6373,5839
5349,4962,4540,6322,5799
5300,4876,4474,6313,5771
5358,4929,4538,6311,5823
5365,4939,4518,6276,5799
5483,5077,4650,6405,5933
5443,4993,4580,6357,5883
5411,4958,4520,6385,5863
5334,4886,4499,6304,5767
5430,4999,4611,6366,5839
5351,4907,4514,6359,5839
5351,4928,4560,6350,5876
5427,5022,4604,6366,5872
5426,5020,4625,6339,5840
5432,5018,4609,6384,5900
5420,5006,4561,6309,5843
5430,5027,4580,6314,5861
5384,4991,4584,6304,5797
5391,4943,4514,6361,5851
5343,4949,4523,6313,5811
5487,5053,4593,6326,5910
5457,5027,4650,6363,5916
5346,4919,4581,6243,5757
5351,4940,4528,6273,5786
5402,4976,4561,6285,5781
5422,5009,4586,6328,5849
5376,4956,4570,6373,5846
5465,5035,4623,6387,5896
5459,5028,4604,6378,5899
5386,4969,4539,6315,5819
5399,4975,4561,6310,5822
5455,5070,4655,6361,5884
5421,5001,4600,6333,5843
5388,4984,4602,6308,5811
5524,5091,4679,6433,5944
5436,5027,4615,6340,5863
5435,5044,4640,6322,5834
5436,5045,4627,6263,5845
5410,4998,4547,6318,5860
5459,5058,4624,6337,5903
5428,5005,4591,6332,5864
5482,5061,4660,6432,5925
5497,5076,4660,6421,5915
5511,5094,4648,6404,5945
5463,5077,4688,6370,5897
5407,4998,4621,6295,5848
5450,5053,4663,6320,5849
5485,5042,4629,6365,5902
5384,4981,4613,6251,5766
5490,5069,4660,6350,5916
5434,5005,4619,6278,5826
5557,5106,4704,6497,6011
5464,5005,4633,6335,5888
5609,5176,4755,6441,5980
5608,5184,4727,6410,5999
5427,4989,4603,6314,5858
5603,5128,4703,6467,6015
5498,5047,4623,6451,5928
5481,5062,4644,6337,5887
5530,5168,4732,6384,5953
5465,5058,4633,6414,5955
5375,4969,4589,6267,5798
5612,5175,4731,6485,6024
5439,5012,4585,6340,5842
5502,5116,4727,6337,5902
5450,5066,4617,6335,5871
5450,5032,4637,6322,5847
5485,5097,4685,6386,5891
5445,5014,4607,6347,5871
5562,5149,4718,6468,5995
5558,5143,4712,6424,5973
5505,5134,4719,6339,5926
5557,5132,4718,6411,5956
5501,5053,4612,6383,5923
5554,5158,4722,6406,5972
5499,5090,4670,6386,5894
5417,4985,4596,6273,5820
5390,4969,4564,6245,5798
5501,5049,4661,6426,5939
5436,5034,4662,6329,5873
5544,5089,4657,6457,5992
5397,4993,4574,6248,5824
5522,5098,4689,6412,5965
5631,5164,4738,6433,6000
5563,5142,4713,6327,5925
5430,5025,4627,6292,5813
5372,4983,4609,6293,5841
5504,5110,4738,6352,5894
5458,5044,4641,6266,5838
5646,5196,4742,6469,6080
5518,5143,4705,6392,5932
5553,5134,4719,6420,5957
5519,5075,4680,6349,5932
5526,5088,4671,6400,5953
5522,5112,4683,6407,5943
5493,5087,4676,6377,5925
5568,5165,4751,6449,5979
5593,5159,4740,6420,6017
5504,5080,4666,6349,5921
5565,5189,4773,6419,6015
5506,5073,4670,6358,5906
5533,5110,4724,6387,5945
5590,5167,4785,6431,5998
5515,5112,4701,6359,5886
5543,5134,4694,6395,5921
5509,5112,4645,6363,5914
5494,5129,4729,6260,5871
5584,5172,4727,6425,6018
5620,5206,4749,6507,6050
5524,5144,4733,6335,5931
5515,5117,4697,6335,5900
5535,5169,4776,6404,5945
5506,5120,4725,6335,5907
5492,5048,4670,6311,5898
5467,5033,4646,6378,5907
5541,5117,4727,6370,5942
5491,5083,4684,6375,5916
5457,5071,4633,6262,5857
5561,5165,4710,6400,5994
5579,5159,4722,6427,6000
5444,5053,4663,6369,5898
5484,5136,4722,6313,5826
5496,5098,4702,6392,5927
5597,5185,4742,6420,5978
5428,4995,4573,6319,5868
5528,5115,4661,6398,5928
5506,5091,4699,6403,5918
5468,5077,4693,6360,5899
5487,5077,4664,6353,5913
5492,5092,4699,6391,5929
5439,5036,4631,6316,5861
5528,5122,4718,6410,5948
5625,5219,4770,6454,6034
5396,5001,4608,6313,5818
5546,5154,4751,6397,5960
5548,5150,4754,6376,5925
5498,5103,4667,6370,5890
5517,5139,4719,6403,5935
5403,5005,4593,6277,5818
5467,5073,4636,6398,5902
5430,5041,4656,6345,5890
5582,5142,4741,6451,5970
5547,5107,4725,6312,5945
5457,5062,4630,6352,5889
5622,5239,4839,6478,6012
5608,5179,4781,6477,6047
6119,5677,5210,6822,6473
5859,5410,4942,6620,6224
5529,5061,4650,6474,5969
5375,4967,4538,6373,5844
5397,4887,4460,6384,5854
5235,4799,4399,6296,5720
5237,4814,4384,6280,5695
5195,4713,4356,6292,5721
5160,4735,4380,6222,5646
5213,4778,4378,6256,5689
5199,4768,4377,6230,5659
5307,4864,4461,6343,5769
5343,4918,4479,6349,5789
5313,4890,4493,6344,5807
5312,4878,4475,6354,5806
5221,4771,4363,6327,5767
5184,4751,4381,6241,5648
5100,4692,4270,6252,5586
5101,4706,4318,6202,5627
5179,4724,4317,6261,5642
5091,4665,4276,6233,5617
5127,4696,4298,6254,5622
5068,4658,4266,6244,5578
5106,4703,4289,6250,5600
5223,4796,4401,6356,5718
5132,4686,4334,6281,5674
5222,4787,4367,6243,5697
5207,4717,4295,6318,5725
5139,4630,4242,6289,5662
5162,4723,4330,6235,5647
5194,4735,4329,6305,5711
5154,4683,4302,6212,5633
5270,4819,4466,6314,5765
5198,4768,4354,6236,5683
5213,4775,4379,6252,5697
5160,4730,4321,6304,5659
5137,4710,4343,6172,5623
5138,4648,4276,6188,5602
5218,4806,4434,6248,5744
5333,4904,4508,6307,5767
5227,4797,4449,6324,5710
5261,4852,4423,6250,5706
5190,4767,4412,6290,5674
5307,4875,4473,6347,5769
5261,4794,4396,6282,5752
5192,4764,4378,6219,5687
5251,4808,4452,6279,5703
5301,4895,4475,6246,5751
5289,4828,4438,6309,5754
5318,4861,4501,6360,5804
5337,4901,4486,6390,5865
5268,4851,4452,6336,5756
5269,4853,4481,6265,5704
5261,4841,4444,6245,5716
5343,4920,4511,6250,5748
5296,4868,4427,6314,5787
5178,4767,4381,6213,5628
5320,4880,4513,6360,5799
5327,4896,4486,6314,5774
5291,4900,4487,6355,5822
5201,4812,4441,6236,5692
5302,4842,4453,6341,5792
5307,4877,4480,6284,5797
5264,4868,4450,6261,5749
5309,4888,4485,6218,5688
5369,4955,4533,6392,5843
5276,4838,4421,6301,5750
5309,4886,4464,6349,5778
5194,4795,4417,6222,5694
5341,4907,4510,6366,5813
5297,4832,4429,6272,5748
5354,4956,4569,6321,5815
5205,4759,4386,6269,5714
5296,4886,4466,6356,5822
5271,4873,4469,6280,5769
5359,4933,4539,6311,5799
5404,4935,4516,6432,5892
5366,4954,4565,6365,5845
5344,4930,4510,6330,5818
5373,4891,4495,6381,5859
5267,4843,4435,6309,5749
5267,4829,4436,6243,5701
5361,4916,4489,6307,5786
5344,4925,4516,6330,5807
5187,4759,4352,6268,5671
5226,4834,4410,6254,5742
5400,4985,4524,6357,5838
5348,4937,4553,6363,5808
5236,4837,4435,6197,5669
5305,4886,4508,6296,5768
5346,4927,4529,6322,5803
5259,4861,4464,6249,5727
5239,4826,4427,6252,5736
5337,4913,4496,6311,5780
5293,4897,4480,6234,5736
5323,4853,4477,6288,5754
5453,5020,4634,6375,5871
5381,4990,4593,6368,5844
5349,4860,4462,6244,5780
5284,4915,4483,6239,5749
5285,4881,4481,6184,5704
5334,4888,4481,6301,5793
5364,4920,4480,6366,5869
5367,4948,4570,6326,5801
5384,4966,4570,6393,5859
5379,4951,4550,6345,5813
5519,5092,4669,6367,5923
5398,4953,4547,6342,5832
5445,5005,4594,6363,5874
5388,5002,4619,6317,5830
5379,4965,4542,6344,5840
5312,4903,4472,6278,5739
5388,4935,4563,6355,5858
5426,5020,4619,6377,5862
5357,4960,4577,6288,5803
5409,4982,4558,6370,5839
5393,5005,4588,6345,5841
5307,4875,4478,6281,5799
5473,5058,4634,6414,5918
5425,4975,4578,6362,5860
5329,4885,4521,6345,5820
5355,4963,4546,6307,5808
5434,4998,4546,6333,5845
5322,4904,4473,6261,5766
5477,5058,4652,6427,5921
5386,4955,4534,6318,5819
5416,5014,4600,6349,5857
5387,4995,4603,6308,5825
5461,5024,4631,6371,5898
5441,5031,4613,6374,5876
5356,4955,4533,6233,5799
5383,4956,4548,6342,5807
5455,5041,4623,6327,5842
5412,5006,4625,6357,5836
5402,4998,4602,6311,5823
5460,4999,4575,6387,5903
5590,5133,4734,6466,6028
5516,5073,4648,6403,5913
5358,4953,4561,6298,5813
5361,4948,4522,6269,5792
5429,4990,4582,6371,5866
5473,5059,4617,6359,5890
5393,4985,4587,6340,5864
5480,5063,4679,6413,5925
5431,4983,4594,6359,5853
5389,4969,4543,6335,5817
5508,5083,4681,6408,5937
5461,5055,4647,6342,5896
5361,4974,4562,6352,5827
5539,5108,4674,6425,5955
5481,5082,4693,6360,5924
5432,5031,4631,6285,5834
5400,5002,4590,6237,5810
5443,5033,4643,6344,5869
5395,4971,4529,6327,5839
5397,5012,4626,6296,5820
5402,4963,4526,6340,5827
5446,5015,4601,6349,5902
5477,5087,4665,6412,5909
5425,5053,4636,6308,5842
5572,5178,4809,6408,5975
5380,4947,4586,6255,5802
5475,5061,4617,6413,5949
5538,5100,4717,6358,5914
5475,5011,4585,6323,5912
5425,5013,4590,6324,5848
5455,5071,4665,6373,5896
5413,5000,4545,6333,5862
5465,5050,4620,6357,5884
5457,5052,4619,6344,5894
5325,4963,4589,6312,5809
5392,4972,4582,6310,5816
5488,5073,4694,6374,5934
5490,5124,4753,6294,5880
5470,5086,4688,6273,5841
5522,5131,4687,6367,5938
5500,5083,4659,6352,5895
5456,5043,4638,6393,5911
5384,4983,4605,6257,5806
5455,5033,4641,6335,5895
5349,4952,4527,6313,5824
5509,5071,4661,6362,5928
5479,5073,4629,6388,5895
5507,5099,4708,6293,5881
5579,5179,4751,6455,5955
5648,5206,4781,6500,6045
5434,5068,4647,6304,5873
5584,5158,4723,6452,5995
5420,5029,4614,6352,5864
5510,5104,4691,6371,5951
5606,5172,4782,6481,6058
5509,5129,4719,6388,5943
5432,5002,4621,6325,5844
5403,4989,4603,6328,5836
5550,5145,4773,6382,5931
5483,5054,4649,6363,5922
5429,5028,4624,6298,5845
5493,5065,4663,6309,5872
5604,5156,4718,6474,6040
5443,5017,4620,6336,5878
5567,5123,4688,6393,5964
5501,5056,4666,6398,5922
5411,5003,4582,6328,5879
5487,5097,4688,6454,5952
5545,5096,4702,6452,5975
5508,5115,4711,6373,5919
5489,5045,4607,6323,5898
5514,5082,4707,6415,5930
5514,5113,4705,6321,5903
5437,5044,4630,6320,5840
5483,5052,4643,6326,5888
5503,5042,4639,6308,5893
5542,5096,4714,6375,5914
5501,5079,4686,6396,5936
5572,5114,4674,6427,5972
5473,5048,4611,6361,5918
5541,5107,4709,6340,5924
5547,5137,4739,6366,6007
5554,5153,4749,6376,5944
5485,5071,4661,6346,5898
5490,5074,4658,6330,5888
5488,5081,4655,6324,5872
5553,5191,4780,6394,5970
5548,5153,4707,6392,5958
5585,5171,4788,6294,5920
5531,5177,4727,6310,5916
5572,5155,4704,6485,6005
5648,5256,4808,6447,6032
5489,5112,4691,6324,5899
5507,5105,4702,6403,5948
5614,5198,4769,6430,6002
5600,5142,4701,6444,6009
5465,5055,4645,6327,5880
5626,5236,4785,6480,6042
5430,5037,4642,6294,5844
5443,5034,4635,6312,5880
5479,5063,4661,6318,5880
5493,5085,4689,6358,5914
5472,5017,4634,6326,5871
5551,5130,4746,6379,5953
5513,5089,4711,6372,5921
5493,5100,4688,6361,5902
5473,5070,4702,6326,5874
5480,5051,4615,6283,5849
5566,5127,4718,6436,5983
5468,5045,4625,6336,5914
5360,4992,4580,6193,5767
5493,5111,4742,6283,5879
5625,5198,4792,6453,6044
5474,5045,4602,6324,5863
5482,5027,4617,6392,5918
5582,5127,4692,6425,5996
5500,5046,4649,6374,5912
5497,5086,4666,6370,5941
5540,5083,4645,6386,5964
5584,5191,4787,6481,6021
5594,5184,4764,6426,6006
5503,5090,4712,6341,5908
5534,5123,4736,6434,5956
5541,5128,4748,6368,5961
5495,5110,4706,6369,5916
5537,5111,4689,6386,5942
5513,5095,4672,6362,5923
5414,5026,4624,6325,5843
5612,5213,4809,6477,6038
5559,5121,4710,6393,5948
5666,5237,4792,6461,6049
5432,5012,4607,6359,5873
5451,5042,4627,6321,5884
5632,5184,4804,6464,6039
5390,5006,4610,6233,5791
5443,5084,4657,6283,5825
5612,5206,4755,6420,5994
5590,5172,4751,6378,5957
5551,5140,4728,6410,5946
5462,5021,4621,6372,5910
5495,5085,4676,6384,5904
5527,5112,4683,6335,5927
5600,5138,4714,6444,5989
5551,5108,4711,6336,5950
5600,5174,4802,6417,5984
5531,5141,4750,6396,5922
5597,5199,4776,6415,5985
5461,5049,4644,6301,5880
5463,5018,4594,6317,5886
5456,5011,4635,6307,5874
5479,5120,4729,6226,5816
5499,5086,4694,6291,5873
5569,5204,4787,6350,5966
5539,5154,4740,6331,5913
5495,5101,4677,6339,5902
5598,5154,4766,6435,6001
5566,5118,4709,6462,6004
5999,5552,5093,6764,6404
